Unnamed: 0,SN,DATE ADDED,REGION,CATEGORY
796,18040233,06/06/2022,Dar es Salaam,Technical
797,21050671,06/06/2022,Dodoma,Nontechnical
798,21050612,06/06/2022,Mwanza,Technical
799,21050665,06/06/2022,Dodoma,Nontechnical
800,15020013,06/06/2022,Morogoro,Nontechnical
801,18040187,06/06/2022,Dar es Salaam,Nontechnical
802,17010007,06/06/2022,Morogoro,Nontechnical
803,19060573,06/06/2022,Ruvuma,Technical
804,19060364,06/06/2022,Manyara,Nontechnical
805,17010099,06/06/2022,Morogoro,Nontechnical
806,19060433,06/06/2022,Dodoma,Nontechnical
807,21050585,06/06/2022,Iringa,Nontechnical
808,15020001,06/06/2022,Dar es Salaam,Nontechnical
809,19060523,06/06/2022,Tabora,Nontechnical
810,15020051,06/06/2022,Dodoma,Nontechnical
811,21050732,06/06/2022,Morogoro,Nontechnical
812,19060356,06/06/2022,Dar es Salaam,Nontechnical
813,21050783,06/06/2022,Pwani,Nontechnical
814,18040212,06/06/2022,Dar es Salaam,Nontechnical
815,19060512,06/06/2022,Kilimanjaro,Nontechnical
816,21050747,06/06/2022,Lindi,Nontechnical
817,21050790,06/06/2022,Pwani,Nontechnical
818,21050834,06/06/2022,Dodoma,Nontechnical
819,19060516,06/06/2022,Tabora,Nontechnical
820,21111027,06/06/2022,Dar es Salaam,Nontechnical
821,21050799,06/06/2022,Mbeya,Nontechnical
822,21050729,06/06/2022,Tabora,Nontechnical
823,19060346,06/06/2022,Kigoma,Nontechnical
824,19060447,06/06/2022,Rukwa,
825,21050777,06/06/2022,Morogoro,Nontechnical
826,19060395,06/06/2022,Arusha,Nontechnical
827,21050669,06/06/2022,Morogoro,
828,19060359,06/06/2022,Shinyanga,Nontechnical
829,19060556,06/06/2022,Mara,Nontechnical
830,21050600,06/06/2022,Mtwara,Nontechnical
831,21050725,02/06/2022,Iringa,Technical
832,21050738,02/06/2022,Kagera,Nontechnical
833,18040277,02/06/2022,Dodoma,Nontechnical
834,19060369,02/06/2022,Morogoro,Nontechnical
835,16010023,02/06/2022,Manyara,Nontechnical
836,16010021,02/06/2022,Manyara,Nontechnical
837,21050631,02/06/2022,Tanga,Nontechnical
838,21050814,19/05/2022,Dar es Salaam,Nontechnical
839,17020148,19/05/2022,Iringa,Nontechnical
840,19060360,19/05/2022,Dar es Salaam,Nontechnical
841,19060472,19/05/2022,Dar es Salaam,Nontechnical
842,21111002,19/05/2022,Dar es Salaam,Nontechnical
843,21050796,19/05/2022,Dar es Salaam,Nontechnical
844,19060542,19/05/2022,Mwanza,Nontechnical
845,19060508,19/05/2022,Iringa,Nontechnical
846,21050727,19/05/2022,Mara,
847,19060492,19/05/2022,Dar es Salaam,Nontechnical
848,18040222,10/05/2022,Dodoma,Nontechnical
849,17010095,10/05/2022,Morogoro,Nontechnical
850,21050661,10/05/2022,Dar es Salaam,Nontechnical
851,21050810,10/05/2022,Dar es Salaam,Nontechnical
852,19060423,10/05/2022,Dar es Salaam,Nontechnical
853,21050704,10/05/2022,Ruvuma,Nontechnical
854,19060503,10/05/2022,Mwanza,Nontechnical
855,21050762,10/05/2022,Arusha,Nontechnical
856,17010102,10/05/2022,Morogoro,Nontechnical
857,21050623,10/05/2022,Mwanza,Nontechnical
858,18040215,10/05/2022,Mbeya,
859,21050700,10/05/2022,Dodoma,Nontechnical
860,19060572,10/05/2022,Mwanza,Nontechnical
861,18040196,10/05/2022,Iringa,Nontechnical
862,21050849,10/05/2022,Pwani,Nontechnical
863,21050730,10/05/2022,Ruvuma,Nontechnical
864,18040220,02/05/2022,Songwe,Nontechnical
865,19060536,02/05/2022,Morogoro,Nontechnical
866,21050766,02/05/2022,Dodoma,Nontechnical
867,21050733,02/05/2022,Dodoma,Nontechnical
868,19060547,02/05/2022,Dodoma,
869,21050787,02/05/2022,Dodoma,Nontechnical
870,15020018,02/05/2022,Morogoro,Nontechnical
871,19060374,02/05/2022,Shinyanga,Nontechnical
872,17020139,25/04/2022,Iringa,Nontechnical
873,16010031,25/04/2022,Dodoma,Technical
874,21050592,25/04/2022,Morogoro,Nontechnical
875,17020168,25/04/2022,Iringa,Nontechnical
876,18040274,25/04/2022,Morogoro,Nontechnical
877,19060487,25/04/2022,Tabora,Nontechnical
878,19060473,25/04/2022,Morogoro,Technical
879,21050859,25/04/2022,Morogoro,Nontechnical
880,19060485,25/04/2022,Tabora,Nontechnical
881,17010111,25/04/2022,Morogoro,Nontechnical
882,19060343,25/04/2022,Arusha,Nontechnical
883,19060513,25/04/2022,Katavi,Technical
884,19060520,25/04/2022,Katavi,Nontechnical
885,19060546,25/04/2022,Mwanza,
886,21050755,25/04/2022,Ruvuma,Nontechnical
887,19060475,25/04/2022,Tanga,Nontechnical
888,18040179,25/04/2022,Songwe,Technical
889,21050845,25/04/2022,Mbeya,Nontechnical
890,18040288,25/04/2022,Dodoma,Nontechnical
891,18040229,25/04/2022,Songwe,Technical
892,17020162,25/04/2022,Iringa,Nontechnical
893,19060448,25/04/2022,Kigoma,Nontechnical
894,19060561,25/04/2022,Kagera,Nontechnical
895,19060367,25/04/2022,Kagera,Nontechnical
896,19060353,25/04/2022,Tanga,Nontechnical
897,19060454,25/04/2022,Dodoma,Technical
898,18040249,25/04/2022,Morogoro,Technical
899,19060347,25/04/2022,Njombe,Nontechnical
900,19060354,25/04/2022,Kagera,Nontechnical
901,18040190,25/04/2022,Njombe,Nontechnical
902,21050710,25/04/2022,Morogoro,Nontechnical
903,18040291,25/04/2022,Morogoro,Nontechnical
904,21050721,25/04/2022,Dar es Salaam,Nontechnical
905,21050658,25/04/2022,Kagera,Nontechnical
906,21050657,25/04/2022,Morogoro,Nontechnical
907,21050679,25/04/2022,Dar es Salaam,Nontechnical
908,19060538,25/04/2022,Tanga,Nontechnical
909,17010119,25/04/2022,Morogoro,Nontechnical
910,19060442,25/04/2022,Iringa,Technical
911,19060506,25/04/2022,Kilimanjaro,Nontechnical
912,19060464,25/04/2022,Dodoma,Nontechnical
913,18040200,25/04/2022,Dar es Salaam,Nontechnical
914,19060510,25/04/2022,Njombe,Nontechnical
915,18040256,25/04/2022,Shinyanga,Nontechnical
916,21050694,25/04/2022,Ruvuma,Nontechnical
917,19060567,25/04/2022,Tabora,
918,19060419,25/04/2022,Dodoma,Nontechnical
919,18040244,25/04/2022,Morogoro,Nontechnical
920,19060559,25/04/2022,Rukwa,Nontechnical
921,19060558,25/04/2022,Simiyu,Nontechnical
922,19060310,25/04/2022,Shinyanga,Nontechnical
923,19060349,25/04/2022,Iringa,
924,19060524,25/04/2022,Pwani,Nontechnical
925,21050656,25/04/2022,Rukwa,Nontechnical
926,19060326,25/04/2022,Iringa,Technical
927,21050699,25/04/2022,Kagera,
928,21050818,25/04/2022,Dar es Salaam,Nontechnical
929,21050638,25/04/2022,Tanga,Nontechnical
930,18040294,11/04/2022,Morogoro,Nontechnical
931,18040171,11/04/2022,Pwani,Nontechnical
932,19060466,11/04/2022,Njombe,Nontechnical
933,18040278,11/04/2022,Dodoma,Nontechnical
934,18040224,11/04/2022,Morogoro,Nontechnical
935,17020133,11/04/2022,Morogoro,Nontechnical
936,18040251,11/04/2022,Njombe,
937,17010093,11/04/2022,Dodoma,Technical
938,19060317,11/04/2022,Tanga,Nontechnical
939,15050004,11/04/2022,Manyara,Nontechnical
940,18040228,11/04/2022,Dodoma,Nontechnical
941,21050664,11/04/2022,Manyara,Nontechnical
942,21050798,11/04/2022,Mtwara,Technical
943,18040285,11/04/2022,Dar es Salaam,Nontechnical
944,21050842,11/04/2022,Dar es Salaam,Nontechnical
945,21050677,11/04/2022,Morogoro,
946,21050628,11/04/2022,Njombe,
947,19060476,11/04/2022,Arusha,Nontechnical
948,17010150,11/04/2022,Morogoro,
949,19060393,11/04/2022,Tabora,Nontechnical
950,18040205,11/04/2022,Dar es Salaam,Technical
951,17020141,11/04/2022,Iringa,Nontechnical
952,19060337,11/04/2022,Rukwa,Nontechnical
953,19060323,11/04/2022,Morogoro,Nontechnical
954,18040293,11/04/2022,Ruvuma,Nontechnical
955,21050716,11/04/2022,Morogoro,Technical
956,19060568,11/04/2022,Iringa,Nontechnical
957,21050780,11/04/2022,Ruvuma,Nontechnical
958,17010101,11/04/2022,Morogoro,Nontechnical
959,21050808,11/04/2022,Dar es Salaam,Nontechnical
960,21050825,11/04/2022,Ruvuma,
961,17020169,11/04/2022,Morogoro,Technical
962,18040258,11/04/2022,Dodoma,Nontechnical
963,19060544,11/04/2022,Shinyanga,Technical
964,15020025,11/04/2022,Morogoro,Nontechnical
965,19060437,11/04/2022,Iringa,Nontechnical
966,19060563,11/04/2022,Tabora,Nontechnical
967,15020034,11/04/2022,Dar es Salaam,Technical
968,21050606,11/04/2022,Kagera,Nontechnical
969,18040219,11/04/2022,Dar es Salaam,Nontechnical
970,21050745,11/04/2022,Ruvuma,Nontechnical
971,19060535,11/04/2022,Mbeya,Nontechnical
972,21050811,11/04/2022,Iringa,Nontechnical
973,19060474,11/04/2022,Tanga,Nontechnical
974,21050805,11/04/2022,Ruvuma,Nontechnical
975,21050853,11/04/2022,Njombe,Nontechnical
976,19060407,11/04/2022,Iringa,Nontechnical
977,19060412,11/04/2022,Kilimanjaro,Technical
978,21050740,11/04/2022,Ruvuma,
979,19060335,11/04/2022,Dar es Salaam,Nontechnical
980,21050801,11/04/2022,Singida,Nontechnical
981,19060382,11/04/2022,Mbeya,Nontechnical
982,19060394,11/04/2022,Dodoma,Nontechnical
983,21050851,11/04/2022,Singida,Technical
984,21050695,11/04/2022,Ruvuma,Nontechnical
985,19060376,11/04/2022,Kagera,
986,19060325,11/04/2022,Geita,Technical
987,19060341,11/04/2022,Dodoma,
988,19060469,11/04/2022,Dar es Salaam,Nontechnical
989,17010120,11/04/2022,Morogoro,Technical
990,18040237,11/04/2022,Mbeya,Nontechnical
991,21050686,11/04/2022,Mwanza,Technical
992,19060362,11/04/2022,Iringa,Technical
993,15020030,11/04/2022,Dodoma,Nontechnical
994,18040297,11/04/2022,Dar es Salaam,Technical
995,15020028,11/04/2022,Dodoma,Nontechnical
996,21050858,11/04/2022,Ruvuma,Nontechnical
997,18040217,11/04/2022,Manyara,
998,17020163,11/04/2022,Morogoro,Nontechnical
999,19060461,11/04/2022,Ruvuma,Nontechnical
1000,21050648,11/04/2022,Njombe,
1001,15020016,11/04/2022,Manyara,Nontechnical
1002,19060455,11/04/2022,Mtwara,Technical
1003,21050651,11/04/2022,Ruvuma,
1004,21050608,11/04/2022,Morogoro,Nontechnical
1005,21050784,11/04/2022,Ruvuma,Nontechnical
1006,21050826,11/04/2022,Dodoma,
1007,19060398,11/04/2022,Kilimanjaro,Nontechnical
1008,19060456,11/04/2022,Iringa,Nontechnical
1009,19060413,11/04/2022,Kagera,Nontechnical
1010,15020056,11/04/2022,Morogoro,Nontechnical
1011,19060421,11/04/2022,Njombe,Nontechnical
1012,21050605,11/04/2022,Morogoro,Nontechnical
1013,19060435,11/04/2022,Shinyanga,Nontechnical
1014,19060517,11/04/2022,Dar es Salaam,Nontechnical
1015,19060515,11/04/2022,Iringa,Nontechnical
1016,19060397,11/04/2022,Iringa,Nontechnical
1017,18040178,11/04/2022,Dar es Salaam,Nontechnical
1018,19060361,11/04/2022,Njombe,Nontechnical
1019,18040290,11/04/2022,Iringa,Nontechnical
1020,19060522,11/04/2022,Kagera,Nontechnical
1021,21050685,11/04/2022,Tabora,Nontechnical
1022,21050815,11/04/2022,Kagera,Nontechnical
1023,19060308,11/04/2022,Kagera,Nontechnical
1024,19060555,11/04/2022,Pwani,Nontechnical
1025,19060495,11/04/2022,Njombe,Nontechnical
1026,19060537,11/04/2022,Shinyanga,Nontechnical
1027,15020035,11/04/2022,Dodoma,Nontechnical
1028,19060373,11/04/2022,Tabora,
1029,18040250,11/04/2022,Dar es Salaam,Nontechnical
1030,19060457,11/04/2022,Singida,Nontechnical
1031,21050625,11/04/2022,Kagera,Nontechnical
1032,21050604,11/04/2022,Ruvuma,
1033,21050809,11/04/2022,Njombe,Nontechnical
